,Protein 1,Protein 2,LIS,LIA,ipTM,pTM,AFM Confidence,pLDDT,PDB file path,PKL file path,MSA_depth_peptidase,MSA_depth_inhibitors,Binary_Label
DIPEPTIDYL_PEPTIDASE_3_and_decapeptide_inhibitor_4,DIPEPTIDYL_PEPTIDASE_3,decapeptide_inhibitor,0.206,7025,0.698,0.893,0.737,93.775,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,18516,20,0
DIPEPTIDYL_PEPTIDASE_3_and_decapeptide_inhibitor_5,DIPEPTIDYL_PEPTIDASE_3,decapeptide_inhibitor,0.201,6882,0.679,0.876,0.718,93.455,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,18516,20,0
TWO_CHAIN_TISSUE_PLASMINOGEN_ACTIVATOR_and_two_chain_tissue_plasminogen_activator_inhibitor_1,TWO_CHAIN_TISSUE_PLASMINOGEN_ACTIVATOR,two_chain_tissue_plasminogen_activator_inhibitor,0.584,5727,0.846,0.941,0.865,94.644,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,143607,10,1
TWO_CHAIN_TISSUE_PLASMINOGEN_ACTIVATOR_and_two_chain_tissue_plasminogen_activator_inhibitor_2,TWO_CHAIN_TISSUE_PLASMINOGEN_ACTIVATOR,two_chain_tissue_plasminogen_activator_inhibitor,0.548,5567,0.802,0.936,0.829,94.298,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,143607,10,1
TWO_CHAIN_TISSUE_PLASMINOGEN_ACTIVATOR_and_two_chain_tissue_plasminogen_activator_inhibitor_3,TWO_CHAIN_TISSUE_PLASMINOGEN_ACTIVATOR,two_chain_tissue_plasminogen_activator_inhibitor,0.534,5613,0.804,0.938,0.831,94.468,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,143607,10,1
TWO_CHAIN_TISSUE_PLASMINOGEN_ACTIVATOR_and_two_chain_tissue_plasminogen_activator_inhibitor_4,TWO_CHAIN_TISSUE_PLASMINOGEN_ACTIVATOR,two_chain_tissue_plasminogen_activator_inhibitor,0.556,5583,0.814,0.938,0.839,94.522,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,143607,10,1
TWO_CHAIN_TISSUE_PLASMINOGEN_ACTIVATOR_and_two_chain_tissue_plasminogen_activator_inhibitor_5,TWO_CHAIN_TISSUE_PLASMINOGEN_ACTIVATOR,two_chain_tissue_plasminogen_activator_inhibitor,0.573,5711,0.826,0.941,0.849,94.719,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,143607,10,1
RHOMBOID_PROTEASE_GIPG_and_amyloid_beta_a4_protein_1,RHOMBOID_PROTEASE_GIPG,amyloid_beta_a4_protein,0.223,1741,0.474,0.824,0.544,84.141,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,21885,6,0
RHOMBOID_PROTEASE_GIPG_and_amyloid_beta_a4_protein_2,RHOMBOID_PROTEASE_GIPG,amyloid_beta_a4_protein,0.238,1721,0.48,0.825,0.549,84.459,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,21885,6,0
RHOMBOID_PROTEASE_GIPG_and_amyloid_beta_a4_protein_3,RHOMBOID_PROTEASE_GIPG,amyloid_beta_a4_protein,0.337,2155,0.656,0.831,0.691,86.197,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,21885,6,0
RHOMBOID_PROTEASE_GIPG_and_amyloid_beta_a4_protein_4,RHOMBOID_PROTEASE_GIPG,amyloid_beta_a4_protein,0.215,1671,0.475,0.82,0.544,83.24,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,21885,6,0
RHOMBOID_PROTEASE_GIPG_and_amyloid_beta_a4_protein_5,RHOMBOID_PROTEASE_GIPG,amyloid_beta_a4_protein,0.247,1727,0.525,0.821,0.585,82.982,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,21885,6,0
ANGIOTENSIN_CONVERTING_ENZYME_2_and_bradykinin_potentiating_peptide_b_1,ANGIOTENSIN_CONVERTING_ENZYME_2,bradykinin_potentiating_peptide_b,0.21,6445,0.653,0.892,0.701,92.299,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,23084,2,1
ANGIOTENSIN_CONVERTING_ENZYME_2_and_bradykinin_potentiating_peptide_b_2,ANGIOTENSIN_CONVERTING_ENZYME_2,bradykinin_potentiating_peptide_b,0.164,6203,0.608,0.876,0.661,91.87,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,23084,2,1
ANGIOTENSIN_CONVERTING_ENZYME_2_and_bradykinin_potentiating_peptide_b_3,ANGIOTENSIN_CONVERTING_ENZYME_2,bradykinin_potentiating_peptide_b,0.246,6716,0.675,0.912,0.722,93.859,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,23084,2,1
ANGIOTENSIN_CONVERTING_ENZYME_2_and_bradykinin_potentiating_peptide_b_4,ANGIOTENSIN_CONVERTING_ENZYME_2,bradykinin_potentiating_peptide_b,0.207,5546,0.608,0.912,0.669,93.519,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,23084,2,1
ANGIOTENSIN_CONVERTING_ENZYME_2_and_bradykinin_potentiating_peptide_b_5,ANGIOTENSIN_CONVERTING_ENZYME_2,bradykinin_potentiating_peptide_b,0.175,6363,0.611,0.904,0.67,92.6,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,23084,2,1
CHYMOSIN_and_cp_113972_1,CHYMOSIN,cp_113972,0.266,1659,0.621,0.94,0.684,94.629,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,54725,1,1
CHYMOSIN_and_cp_113972_2,CHYMOSIN,cp_113972,0.257,1654,0.634,0.938,0.695,94.696,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,54725,1,1
CHYMOSIN_and_cp_113972_3,CHYMOSIN,cp_113972,0.288,1655,0.648,0.945,0.707,95.51,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,54725,1,1
CHYMOSIN_and_cp_113972_4,CHYMOSIN,cp_113972,0.397,2287,0.812,0.947,0.839,95.977,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,54725,1,1
CHYMOSIN_and_cp_113972_5,CHYMOSIN,cp_113972,0.291,1644,0.647,0.943,0.706,95.011,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,54725,1,1
BOTULINUM_NEUROTOXIN_TYPE_A_and_pep6_1,BOTULINUM_NEUROTOXIN_TYPE_A,pep6,0,0,0.539,0.704,0.572,88.059,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,4820,5,0
BOTULINUM_NEUROTOXIN_TYPE_A_and_pep6_2,BOTULINUM_NEUROTOXIN_TYPE_A,pep6,0.043,575,0.608,0.704,0.628,88.138,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,4820,5,0
BOTULINUM_NEUROTOXIN_TYPE_A_and_pep6_3,BOTULINUM_NEUROTOXIN_TYPE_A,pep6,0,0,0.437,0.706,0.491,88.422,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,4820,5,0
BOTULINUM_NEUROTOXIN_TYPE_A_and_pep6_4,BOTULINUM_NEUROTOXIN_TYPE_A,pep6,0,0,0.485,0.711,0.53,88.286,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,4820,5,0
BOTULINUM_NEUROTOXIN_TYPE_A_and_pep6_5,BOTULINUM_NEUROTOXIN_TYPE_A,pep6,0,0,0.518,0.712,0.557,87.679,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,4820,5,0
NS3_4A_PROTEASE_and_product_trif_1,NS3_4A_PROTEASE,product_trif,0.524,4207,0.787,0.911,0.812,94.343,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,21034,2,1
NS3_4A_PROTEASE_and_product_trif_2,NS3_4A_PROTEASE,product_trif,0.178,1903,0.41,0.885,0.505,89.825,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,21034,2,1
NS3_4A_PROTEASE_and_product_trif_3,NS3_4A_PROTEASE,product_trif,0.477,3685,0.725,0.9,0.76,93.495,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,21034,2,1
NS3_4A_PROTEASE_and_product_trif_4,NS3_4A_PROTEASE,product_trif,0.094,1241,0.328,0.885,0.44,88.837,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,21034,2,1
NS3_4A_PROTEASE_and_product_trif_5,NS3_4A_PROTEASE,product_trif,0.109,1454,0.361,0.875,0.464,88.197,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,21034,2,1
UBIQUITIN_CARBOXYL_TERMINAL_HYDROLASE_7_and_ubiquitin_carboxyl_terminal_hydrolase_7_inhibitor_1,UBIQUITIN_CARBOXYL_TERMINAL_HYDROLASE_7,ubiquitin_carboxyl_terminal_hydrolase_7_inhibitor,0.695,2111,0.923,0.92,0.923,96.012,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,9582,2,1
UBIQUITIN_CARBOXYL_TERMINAL_HYDROLASE_7_and_ubiquitin_carboxyl_terminal_hydrolase_7_inhibitor_2,UBIQUITIN_CARBOXYL_TERMINAL_HYDROLASE_7,ubiquitin_carboxyl_terminal_hydrolase_7_inhibitor,0.68,2041,0.908,0.916,0.91,95.835,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,9582,2,1
UBIQUITIN_CARBOXYL_TERMINAL_HYDROLASE_7_and_ubiquitin_carboxyl_terminal_hydrolase_7_inhibitor_3,UBIQUITIN_CARBOXYL_TERMINAL_HYDROLASE_7,ubiquitin_carboxyl_terminal_hydrolase_7_inhibitor,0.676,1932,0.874,0.914,0.882,95.399,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,9582,2,1
UBIQUITIN_CARBOXYL_TERMINAL_HYDROLASE_7_and_ubiquitin_carboxyl_terminal_hydrolase_7_inhibitor_4,UBIQUITIN_CARBOXYL_TERMINAL_HYDROLASE_7,ubiquitin_carboxyl_terminal_hydrolase_7_inhibitor,0.688,1918,0.877,0.917,0.885,95.418,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,9582,2,1
UBIQUITIN_CARBOXYL_TERMINAL_HYDROLASE_7_and_ubiquitin_carboxyl_terminal_hydrolase_7_inhibitor_5,UBIQUITIN_CARBOXYL_TERMINAL_HYDROLASE_7,ubiquitin_carboxyl_terminal_hydrolase_7_inhibitor,0.688,2092,0.928,0.917,0.925,95.672,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,9582,2,1
3C_LIKE_PROTEINASE_and_lactoferrin_1,3C_LIKE_PROTEINASE,lactoferrin,0.43,4154,0.831,0.924,0.849,95.357,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,2065,1,0
3C_LIKE_PROTEINASE_and_lactoferrin_2,3C_LIKE_PROTEINASE,lactoferrin,0.288,2687,0.567,0.9,0.634,93.663,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,2065,1,0
3C_LIKE_PROTEINASE_and_lactoferrin_3,3C_LIKE_PROTEINASE,lactoferrin,0.246,2787,0.554,0.887,0.621,92.896,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,2065,1,0
3C_LIKE_PROTEINASE_and_lactoferrin_4,3C_LIKE_PROTEINASE,lactoferrin,0.345,2982,0.628,0.918,0.686,94.759,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,2065,1,0
3C_LIKE_PROTEINASE_and_lactoferrin_5,3C_LIKE_PROTEINASE,lactoferrin,0.186,2947,0.55,0.9,0.62,92.305,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,2065,1,0
RENIN_and_bradykinin_potentiating_peptide_b_1,RENIN,bradykinin_potentiating_peptide_b,0.157,2556,0.494,0.91,0.577,89.163,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,51256,2,0
RENIN_and_bradykinin_potentiating_peptide_b_2,RENIN,bradykinin_potentiating_peptide_b,0.161,2410,0.475,0.907,0.562,88.957,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,51256,2,0
RENIN_and_bradykinin_potentiating_peptide_b_3,RENIN,bradykinin_potentiating_peptide_b,0.171,2397,0.46,0.909,0.55,89.279,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,51256,2,0
RENIN_and_bradykinin_potentiating_peptide_b_4,RENIN,bradykinin_potentiating_peptide_b,0.159,2303,0.456,0.91,0.547,89.254,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,51256,2,0
RENIN_and_bradykinin_potentiating_peptide_b_5,RENIN,bradykinin_potentiating_peptide_b,0.181,2641,0.492,0.911,0.576,89.02,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,51256,2,0
PLASMA_KALLIKREIN_LIGHT_CHAIN_and_plasma_kallikrein_light_chain_inhibitor_1,PLASMA_KALLIKREIN_LIGHT_CHAIN,plasma_kallikrein_light_chain_inhibitor,0.603,4678,0.922,0.946,0.926,95.688,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,161059,8,1
PLASMA_KALLIKREIN_LIGHT_CHAIN_and_plasma_kallikrein_light_chain_inhibitor_2,PLASMA_KALLIKREIN_LIGHT_CHAIN,plasma_kallikrein_light_chain_inhibitor,0.609,4635,0.923,0.945,0.927,95.484,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,161059,8,1
PLASMA_KALLIKREIN_LIGHT_CHAIN_and_plasma_kallikrein_light_chain_inhibitor_3,PLASMA_KALLIKREIN_LIGHT_CHAIN,plasma_kallikrein_light_chain_inhibitor,0.556,4571,0.895,0.947,0.906,95.78,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,161059,8,1
PLASMA_KALLIKREIN_LIGHT_CHAIN_and_plasma_kallikrein_light_chain_inhibitor_4,PLASMA_KALLIKREIN_LIGHT_CHAIN,plasma_kallikrein_light_chain_inhibitor,0.698,4684,0.942,0.95,0.944,95.906,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,161059,8,1
PLASMA_KALLIKREIN_LIGHT_CHAIN_and_plasma_kallikrein_light_chain_inhibitor_5,PLASMA_KALLIKREIN_LIGHT_CHAIN,plasma_kallikrein_light_chain_inhibitor,0.617,4514,0.915,0.949,0.922,95.563,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,161059,8,1
RENIN_and_aspartic_peptidase_inhibitor_1_1,RENIN,aspartic_peptidase_inhibitor_1,0.173,3376,0.545,0.911,0.619,89.061,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,51256,11,1
RENIN_and_aspartic_peptidase_inhibitor_1_2,RENIN,aspartic_peptidase_inhibitor_1,0.16,3140,0.515,0.909,0.594,89.147,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,51256,11,1
RENIN_and_aspartic_peptidase_inhibitor_1_3,RENIN,aspartic_peptidase_inhibitor_1,0.167,2830,0.498,0.909,0.581,89.425,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,51256,11,1
RENIN_and_aspartic_peptidase_inhibitor_1_4,RENIN,aspartic_peptidase_inhibitor_1,0.206,3268,0.569,0.914,0.638,89.626,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,51256,11,1
RENIN_and_aspartic_peptidase_inhibitor_1_5,RENIN,aspartic_peptidase_inhibitor_1,0.197,3377,0.546,0.914,0.62,89.193,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,51256,11,1
3C_LIKE_PROTEINASE_and_pep3_1,3C_LIKE_PROTEINASE,pep3,0.204,2341,0.559,0.918,0.631,93.963,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,2065,1,1
3C_LIKE_PROTEINASE_and_pep3_2,3C_LIKE_PROTEINASE,pep3,0.204,2291,0.558,0.908,0.628,93.823,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,2065,1,1
3C_LIKE_PROTEINASE_and_pep3_3,3C_LIKE_PROTEINASE,pep3,0.202,2271,0.564,0.89,0.629,92.945,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,2065,1,1
3C_LIKE_PROTEINASE_and_pep3_4,3C_LIKE_PROTEINASE,pep3,0.233,2372,0.6,0.912,0.662,93.658,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,2065,1,1
3C_LIKE_PROTEINASE_and_pep3_5,3C_LIKE_PROTEINASE,pep3,0.207,2316,0.564,0.906,0.632,93.164,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,2065,1,1
ST14_PROTEIN_and_pvi_1,ST14_PROTEIN,pvi,0.269,2624,0.575,0.942,0.649,95.276,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,154071,10,0
ST14_PROTEIN_and_pvi_2,ST14_PROTEIN,pvi,0.374,3566,0.679,0.946,0.733,95.969,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,154071,10,0
ST14_PROTEIN_and_pvi_3,ST14_PROTEIN,pvi,0.337,3728,0.711,0.945,0.758,96.345,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,154071,10,0
ST14_PROTEIN_and_pvi_4,ST14_PROTEIN,pvi,0.287,2441,0.571,0.942,0.645,95.351,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,154071,10,0
ST14_PROTEIN_and_pvi_5,ST14_PROTEIN,pvi,0.371,3877,0.723,0.948,0.768,96.286,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,154071,10,0
3C_LIKE_PROTEINASE_and_peptide_ketoamide_inhibitor_1,3C_LIKE_PROTEINASE,peptide_ketoamide_inhibitor,0.22,1832,0.595,0.909,0.658,94.119,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,2065,1,0
3C_LIKE_PROTEINASE_and_peptide_ketoamide_inhibitor_2,3C_LIKE_PROTEINASE,peptide_ketoamide_inhibitor,0.266,1900,0.646,0.915,0.7,94.965,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,2065,1,0
3C_LIKE_PROTEINASE_and_peptide_ketoamide_inhibitor_3,3C_LIKE_PROTEINASE,peptide_ketoamide_inhibitor,0.253,1822,0.633,0.9,0.687,93.955,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,2065,1,0
3C_LIKE_PROTEINASE_and_peptide_ketoamide_inhibitor_4,3C_LIKE_PROTEINASE,peptide_ketoamide_inhibitor,0.29,1873,0.662,0.92,0.714,94.807,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,2065,1,0
3C_LIKE_PROTEINASE_and_peptide_ketoamide_inhibitor_5,3C_LIKE_PROTEINASE,peptide_ketoamide_inhibitor,0.301,1968,0.685,0.913,0.73,94.536,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,2065,1,0
HUMAN_ADENOVIRUS_D8_PROTEASE_and_pvi_1,HUMAN_ADENOVIRUS_D8_PROTEASE,pvi,0.78,4424,0.962,0.95,0.96,97.233,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,2255,10,1
HUMAN_ADENOVIRUS_D8_PROTEASE_and_pvi_2,HUMAN_ADENOVIRUS_D8_PROTEASE,pvi,0.774,4437,0.961,0.949,0.959,97.062,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,2255,10,1
HUMAN_ADENOVIRUS_D8_PROTEASE_and_pvi_3,HUMAN_ADENOVIRUS_D8_PROTEASE,pvi,0.77,4441,0.962,0.949,0.959,97.156,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,2255,10,1
HUMAN_ADENOVIRUS_D8_PROTEASE_and_pvi_4,HUMAN_ADENOVIRUS_D8_PROTEASE,pvi,0.777,4426,0.962,0.949,0.959,97.038,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,2255,10,1
HUMAN_ADENOVIRUS_D8_PROTEASE_and_pvi_5,HUMAN_ADENOVIRUS_D8_PROTEASE,pvi,0.761,4427,0.959,0.946,0.957,96.385,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,2255,10,1
TRYPSIN_and_3mer_peptide_1,TRYPSIN,3mer_peptide,0.606,1233,0.946,0.956,0.948,98.324,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,153562,3,1
TRYPSIN_and_3mer_peptide_2,TRYPSIN,3mer_peptide,0.583,1198,0.927,0.954,0.932,98.179,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,153562,3,1
TRYPSIN_and_3mer_peptide_3,TRYPSIN,3mer_peptide,0.595,1299,0.946,0.955,0.948,98.369,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,153562,3,1
TRYPSIN_and_3mer_peptide_4,TRYPSIN,3mer_peptide,0.651,1309,0.962,0.957,0.961,98.447,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,153562,3,1
TRYPSIN_and_3mer_peptide_5,TRYPSIN,3mer_peptide,0.632,1292,0.958,0.957,0.958,98.481,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,153562,3,1
ENDOTHIAPEPSIN_and_3mer_peptide_1,ENDOTHIAPEPSIN,3mer_peptide,0.292,1016,0.678,0.95,0.732,97.359,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,41523,3,0
ENDOTHIAPEPSIN_and_3mer_peptide_2,ENDOTHIAPEPSIN,3mer_peptide,0.271,1015,0.616,0.946,0.682,97.223,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,41523,3,0
ENDOTHIAPEPSIN_and_3mer_peptide_3,ENDOTHIAPEPSIN,3mer_peptide,0.314,1022,0.688,0.948,0.74,97.316,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,41523,3,0
ENDOTHIAPEPSIN_and_3mer_peptide_4,ENDOTHIAPEPSIN,3mer_peptide,0.377,1070,0.781,0.95,0.815,97.586,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,41523,3,0
ENDOTHIAPEPSIN_and_3mer_peptide_5,ENDOTHIAPEPSIN,3mer_peptide,0.382,1107,0.784,0.95,0.817,97.654,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,41523,3,0
3C_LIKE_PROTEINASE_and_pep2_1,3C_LIKE_PROTEINASE,pep2,0.207,2264,0.554,0.919,0.627,93.851,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,2065,1,1
3C_LIKE_PROTEINASE_and_pep2_2,3C_LIKE_PROTEINASE,pep2,0.303,2504,0.652,0.903,0.703,94.327,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,2065,1,1
3C_LIKE_PROTEINASE_and_pep2_3,3C_LIKE_PROTEINASE,pep2,0.197,2202,0.553,0.89,0.62,93.077,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,2065,1,1
3C_LIKE_PROTEINASE_and_pep2_4,3C_LIKE_PROTEINASE,pep2,0.244,2430,0.601,0.912,0.663,93.701,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,2065,1,1
3C_LIKE_PROTEINASE_and_pep2_5,3C_LIKE_PROTEINASE,pep2,0.204,2367,0.559,0.92,0.631,94.053,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,2065,1,1
DIPEPTIDYL_PEPTIDASE_3_and_tynorphin_1,DIPEPTIDYL_PEPTIDASE_3,tynorphin,0.241,3690,0.749,0.859,0.771,94.126,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,18516,3,1
DIPEPTIDYL_PEPTIDASE_3_and_tynorphin_2,DIPEPTIDYL_PEPTIDASE_3,tynorphin,0.281,3766,0.788,0.804,0.791,93.396,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,18516,3,1
DIPEPTIDYL_PEPTIDASE_3_and_tynorphin_3,DIPEPTIDYL_PEPTIDASE_3,tynorphin,0.419,5735,0.892,0.941,0.902,95.857,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,18516,3,1
DIPEPTIDYL_PEPTIDASE_3_and_tynorphin_4,DIPEPTIDYL_PEPTIDASE_3,tynorphin,0.4,5568,0.878,0.923,0.887,95.327,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,18516,3,1
DIPEPTIDYL_PEPTIDASE_3_and_tynorphin_5,DIPEPTIDYL_PEPTIDASE_3,tynorphin,0.333,4386,0.844,0.88,0.851,94.601,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,18516,3,1
